Poupança
Sigla;Código;Município;2020;2021;2022;2023;2024;
SP;3515400;Fartura;46260,8289988209;44544,1071696163;39614,5431912678;35317,4660806021;36540,8069238788;
SP;3515509;Fernandópolis;271405,637249618;243875,27231258;212832,026249995;188433,122837666;179444,882493377;
SP;3515608;Fernando Prestes;15743,5655692402;15238,8578128948;15431,5997832733;14379,2240248531;16053,9830648262;
SP;3515657;Fernão;;;;;;
SP;3515707;Ferraz de Vasconcelos;260006,835423973;239244,979100149;224667,387693069;215739,222969357;225554,164580787;
SP;3515806;Flora Rica;;;;;;
SP;3515905;Floreal;;;;;;
SP;3516002;Flórida Paulista;27904,5320554662;26233,3262164631;24893,6581655889;21510,4258238974;15546,8173978777;
SP;3516101;Florínia;2882,9562637754;2885,7735024216;2720,9256818941;2013,33537310666;1647,56560586504;
SP;3516200;Franca;1023857,53186245;916074,381429647;784960,057580352;709426,917567315;719341,039625184;
SP;3516309;Francisco Morato;167820,66509814;149462,127018439;145167,155569789;139686,802802138;113846,311863571;
SP;3516408;Franco da Rocha;261274,972269218;239674,715397225;223258,945990212;216309,096659768;204744,671268562;
SP;3516507;Gabriel Monteiro;6362,0196588013;6671,8109137373;6198,8070911419;6096,72036766569;;
SP;3516606;Gália;15048,5645126763;13913,1069193582;12215,2558288642;10989,6858023263;5100,43127219292;
SP;3516705;Garça;146787,692225348;131427,58785436;118226,299829594;106782,259937855;108676,652166656;
SP;3516804;Gastão Vidigal;7978,2348779543;7134,4671823982;6828,3970256678;6650,63203420373;6722,96829139043;
SP;3516853;Gavião Peixoto;;;;;;
SP;3516903;General Salgado;26545,0417745469;26256,4735748724;22495,6163938393;19046,7585813785;18697,3429367794;
SP;3517000;Getulina;16900,3291344948;16277,5842100673;15125,3461708966;16667,4153092357;11002,3209036705;
SP;3517109;Glicério;;;;;;
SP;3517208;Guaiçara;6752,5198173749;6523,9676264636;5498,4046145359;5037,59265557389;;
SP;3517307;Guaimbê;5224,6806777103;4574,6262246171;4332,7690218961;4327,00865482113;4097,08982762586;
SP;3517406;Guaíra;117713,517771285;108747,012317759;101000,306712224;91099,2035060395;83289,92903394;
SP;3517505;Guapiaçu;42942,5285895921;42307,1168323615;39818,2217885672;35143,7932096911;25742,0550096603;
SP;3517604;Guapiara;23129,8363899277;10555,427585711;10847,5609588766;10105,7969076473;8385,41554667786;
SP;3517703;Guará;52329,7146955142;48893,2516770544;44528,2529809531;37247,9346721923;30267,1557278601;
SP;3517802;Guaraçaí;17322,5374504228;14705,4840593649;11836,830250714;11081,2589193024;10873,0341124207;
SP;3517901;Guaraci;7792,153810318;6363,5114285411;5159,1021739452;5302,0945122251;6821,62913656851;
SP;3518008;Guarani d'Oeste;;;;;;
SP;3518107;Guarantã;;;;;;
SP;3518206;Guararapes;104548,696754499;94886,772359849;82526,8316826314;74695,0348430737;75601,772727391;
SP;3518305;Guararema;71757,4804402626;67904,4523560652;61893,3829164568;58357,1020373661;57343,9820344962;
SP;3518404;Guaratinguetá;389693,237526528;347950,85329787;309124,88148084;284855,154314706;282295,396484363;
SP;3518503;Guareí;7465,2266971847;8168,6832156094;7071,317770261;6391,56805966076;;
SP;3518602;Guariba;98970,3217821914;89531,6683966172;83786,8787476151;78737,793543061;79842,2156168034;
SP;3518701;Guarujá;739915,235064323;667181,93659319;603681,832134321;560655,049215578;556232,174632483;
SP;3518800;Guarulhos;3505108,07948107;3201664,92130759;2879750,86974147;2679612,49171345;2682543,75119995;
SP;3518859;Guatapará;;;;;;
SP;3518909;Guzolândia;;;;;;
SP;3519006;Herculândia;26316,8460511534;23372,2133185108;23913,3824218747;20890,8302655783;20923,7684661141;
SP;3519055;Holambra;59906,7078188001;59802,4244550932;50676,6935773902;43091,6177105989;42469,8167661223;
SP;3519071;Hortolândia;307869,690497471;287275,384885634;267549,736047992;243435,133386913;267927,593321138;
SP;3519105;Iacanga;18781,183929967;17930,4004507898;17410,9845611622;16613,3676674396;16819,4111310282;
SP;3519204;Iacri;10153,2685070781;9490,6187771103;9336,5875569858;8617,46901778848;;
SP;3519253;Iaras;3101,9882526473;2997,6295811059;3085,5614446125;3038,73267932136;3098,53784773129;
SP;3519303;Ibaté;68039,2132307336;62410,2297224029;58544,9744723921;55047,6805816896;57864,7215934271;
SP;3519402;Ibirá;15124,5736403357;15388,6099506306;13320,5149830403;11744,3411799547;;
SP;3519501;Ibirarema;11763,4583003304;11454,7486769282;10888,1284020723;9771,38351252334;7319,51839155572;
SP;3519600;Ibitinga;148044,94763058;141766,634045473;123572,939468082;112928,538628103;118548,645227115;
SP;3519709;Ibiúna;168863,118661112;151349,77782245;143108,373360123;135373,703677341;133726,627758578;
SP;3519808;Icém;16973,542439206;16599,554077799;13954,9843166744;15455,573059832;14307,8747846361;
SP;3519907;Iepê;16593,1991708331;15300,7431333765;14630,7740925956;13407,8506463621;11731,4587009131;
SP;3520004;Igaraçu do Tietê;47398,3326263369;41714,3114531981;39135,9529826967;37266,4316486266;38716,0605348318;
SP;3520103;Igarapava;104827,07903018;93631,9066684968;87970,5285723735;77977,3486608722;81546,8695617576;
SP;3520202;Igaratá;;;;;;
SP;3520301;Iguape;72119,9833186;69464,2087018676;57632,8637417045;53698,1045468873;55993,8012582878;
SP;3520400;Ilhabela;80926,2229571971;75493,5808079807;63385,0272998392;61295,1120564168;62856,2978148557;
SP;3520426;Ilha Comprida;4160,0415366782;4062,7236038983;3116,3482128024;;;
SP;3520442;Ilha Solteira;97448,9339327384;87810,1695463634;81316,099276318;71733,6787286561;65954,6194099259;
SP;3520509;Indaiatuba;813095,483839434;769200,391743735;654905,586770825;599301,218745858;588906,41548976;
SP;3520608;Indiana;9461,1936185489;8204,5785113197;7285,2119531396;6645,67661080886;;
SP;3520707;Indiaporã;11109,831518324;10311,1468421014;9164,457915219;9354,89898389664;8585,60484973374;
SP;3520806;Inúbia Paulista;;;;;;
SP;3520905;Ipaussu;34305,5665844456;31191,0822755935;29436,9978485177;26844,6406382596;26649,2487091899;
SP;3521002;Iperó;22357,2472887054;20977,4493128239;20331,8015305744;19576,6781485096;19073,1459444935;
SP;3521101;Ipeúna;4941,7484613996;4872,0491945339;4222,8272167556;3793,45061303724;4812,44890340745;
SP;3521150;Ipiguá;;;;;;
SP;3521200;Iporanga;;;;;;
SP;3521309;Ipuã;36392,4563277573;32353,5437804;27966,925729629;24467,8077868795;24461,0041824627;
SP;3521408;Iracemápolis;82912,8330011181;79625,7734924372;72204,3504224129;67652,4459905946;66360,3393385937;
SP;3521507;Irapuã;15185,5888613461;14970,8630727144;14682,1464820772;14612,3824196684;15638,7818947186;
SP;3521606;Irapuru;17225,8235071026;15370,3401339211;15050,0007580524;13952,489292884;8684,56900010122;
SP;3521705;Itaberá;29684,5921037566;32640,7232020808;29628,5763935987;24597,5033194776;21523,7455210167;
SP;3521804;Itaí;46286,5988029032;44115,20045734;39643,8668397825;37192,0962090703;35797,405904678;
SP;3521903;Itajobi;62979,9700196952;56253,5483294832;53956,4128405543;50585,3872327351;51851,8340797172;
SP;3522000;Itaju;;;;;;
SP;3522109;Itanhaém;209251,444514411;191824,568771096;169566,476613795;154700,468212329;152035,153137698;
SP;3522158;Itaóca;;;;;;
SP;3522208;Itapecerica da Serra;297177,469860284;275315,236661068;257303,551403421;238570,395875617;247027,187232664;
SP;3522307;Itapetininga;392608,767396815;364907,588404074;327633,015032811;298699,675071625;296224,391880079;
SP;3522406;Itapeva;226980,103480696;214672,735598189;200587,632725326;182310,31290178;179235,050448716;
SP;3522505;Itapevi;250260,116407919;227931,82979383;214354,87262303;209924,85951937;215141,10657468;
SP;3522604;Itapira;333208,381636332;306816,185204801;281293,4365203;260835,006884329;253990,089624006;
SP;3522653;Itapirapuã Paulista;;;;;;
SP;3522703;Itápolis;177130,610922205;160268,721707022;146781,597872372;136678,754496986;137884,626782873;
SP;3522802;Itaporanga;49727,9739979835;48160,0474800422;39266,6584861946;35225,2796686514;26302,6299631409;
SP;3522901;Itapuí;25563,4704489345;14022,513093416;12380,003366815;10424,8574852401;9507,55808880435;
SP;3523008;Itapura;;;;;;
SP;3523107;Itaquaquecetuba;372966,667363437;349808,544767313;334585,265751536;316655,847997348;320008,206172282;
SP;3523206;Itararé;93852,3879254703;92315,971028131;80566,7251690994;71570,1334020925;70822,6676996746;
SP;3523305;Itariri;19113,7781519415;16303,4226259661;15971,3111162194;15040,1679303606;15141,2904816032;
SP;3523404;Itatiba;454039,833033273;432611,814712254;378308,223613737;336896,626476167;327175,425968479;
SP;3523503;Itatinga;33155,8490418418;30532,6856865677;28703,6515522868;27679,9483936829;26982,5023317635;
SP;3523602;Itirapina;40835,3883914271;36047,9303117558;33583,6216447487;33382,4100426018;26565,2252936714;
SP;3523701;Itirapuã;;;;;;
SP;3523800;Itobi;11550,8068881414;10438,0766329487;9605,1780887277;9037,02002128825;7849,37286228215;
SP;3523909;Itu;573452,914582394;540262,487366124;467542,385731948;433861,628437398;424080,921905667;
SP;3524006;Itupeva;127923,295886627;123668,771645511;110154,860567345;99899,4957557602;97512,5789993853;
SP;3524105;Ituverava;140549,575861652;136006,584678509;110535,410381746;95460,3849568461;97057,0697513159;
SP;3524204;Jaborandi;10425,6148025999;9686,3339872557;8450,9630552274;8626,15736326217;9029,00158536959;
SP;3524303;Jaboticabal;290869,976136953;273430,300129656;246167,320957954;213183,704582807;206400,12674838;
SP;3524402;Jacareí;594172,939456794;548492,430041838;494194,977143692;453358,275680354;454714,746034303;
SP;3524501;Jaci;;;;;;
SP;3524600;Jacupiranga;43194,4824754902;37370,8120073775;39733,3814115867;38056,6990211143;41292,7168992892;
SP;3524709;Jaguariúna;184288,29867823;166482,618393368;152974,78962921;130069,887850554;131601,285576908;
SP;3524808;Jales;232229,408825494;205111,62864463;179953,269509355;166427,772057889;167478,153502178;
SP;3524907;Jambeiro;;;;;;
SP;3525003;Jandira;195860,287434495;174408,149877691;169223,595130458;170505,815662082;176421,5206094;
SP;3525102;Jardinópolis;103998,281117047;95666,7441038514;89911,1503046565;79636,6795441859;81859,4708582535;
SP;3525201;Jarinu;58946,764278712;57475,8114803279;53358,3788621336;51769,2509653969;45107,7053275811;
SP;3525300;Jaú;504887,338868225;458738,022627303;411410,44344494;371115,991993358;363928,530768818;
SP;3525409;Jeriquara;;;;;;
SP;3525508;Joanópolis;24297,4207082122;21937,6295219661;20080,5816071536;19280,0805215203;20397,7821213096;
SP;3525607;João Ramalho;5521,5381820461;;;;;
SP;3525706;José Bonifácio;112133,230895137;103893,900018974;92190,5516222635;87557,0161643315;88019,9931576573;
SP;3525805;Júlio Mesquita;;;;;;
SP;3525854;Jumirim;;;;;;
SP;3525904;Jundiaí;2151950,77131942;1991836,31422057;1724388,64803247;1576161,54294303;1547185,7686785;
SP;3526001;Junqueirópolis;65249,3756022857;62651,6147365449;56297,9722423539;51227,5888438185;54862,7880241287;
SP;3526100;Juquiá;21741,8100339004;20722,5564219067;23511,4143555773;17371,212178936;18229,1224439546;
SP;3526209;Juquitiba;34383,2870850421;31054,5153720008;30306,0931232753;19443,6094935512;21637,6504062331;
SP;3526308;Lagoinha;;;;;;
SP;3526407;Laranjal Paulista;120863,757453012;124586,986518705;112661,208197923;98614,4792386188;88236,7972826464;
SP;3526506;Lavínia;7330,2461805795;7372,8763986367;6878,250728429;6213,87197371631;6692,27538183529;
SP;3526605;Lavrinhas;;;;;;
SP;3526704;Leme;288527,651185737;265001,589693901;235764,581195527;211097,643056157;207015,915063415;
SP;3526803;Lençóis Paulista;201237,016974872;180966,450754699;150413,948666374;141117,947068564;133791,306605458;
SP;3526902;Limeira;984313,683855712;908041,948160331;782710,191678581;700738,572093627;690076,027877247;
SP;3527009;Lindóia;13102,1635532279;12077,3693622309;10967,6640951586;9855,15142878919;;
SP;3527108;Lins;270169,428618007;242045,576369028;218768,139479211;188198,925930027;192343,152318855;
SP;3527207;Lorena;225469,2102577;205145,083985046;181306,607079994;164497,569227454;159373,64189019;
SP;3527256;Lourdes;;;;;;
SP;3527306;Louveira;152542,883209894;149220,07634659;130901,74661207;117673,479187691;89052,097387847;
SP;3527405;Lucélia;72861,6104485094;69015,115741976;62788,7224628529;55129,7394492929;52264,3291372909;
SP;3527504;Lucianópolis;;;;;;
SP;3527603;Luís Antônio;21829,5412482242;19013,237923237;18286,1624584452;16736,4518802113;17408,1028694683;
SP;3527702;Luiziânia;7098,1485479979;7144,3696106707;7398,9568193499;7105,17764895494;7302,0015321112;
SP;3527801;Lupércio;;;;;;
SP;3527900;Lutécia;;;;;;
SP;3528007;Macatuba;37945,9359818435;34133,1145142108;31687,4093574163;30989,3003425955;29160,903226435;
SP;3528106;Macaubal;31086,3564097291;29262,9405319205;26789,6201824505;24796,6483750009;25086,0334582035;
SP;3528205;Macedônia;;;;;;
SP;3528304;Magda;9794,3403559305;8444,6691647115;8372,3951913043;8223,80315085055;6914,27114629995;
SP;3528403;Mairinque;113761,765571958;103756,595443461;95066,3986633805;88078,1124610945;89453,6813366595;
SP;3528502;Mairiporã;169377,369605763;159740,079571652;142924,65864576;132459,734821295;129572,567762716;
SP;3528601;Manduri;22649,5094691015;22892,5669067811;22716,2473152464;21781,1996438223;21833,1483264245;
SP;3528700;Marabá Paulista;3554,76592149;;;;;
SP;3528809;Maracaí;29369,7132038603;29283,3338204025;25906,9739868014;23575,332762556;19149,7442914146;
SP;3528858;Marapoama;;;;;;
SP;3528908;Mariápolis;;;;;;
SP;3529005;Marília;765426,317870462;683566,390845142;601112,421158004;545355,383915559;535237,546983876;
SP;3529104;Marinópolis;;;;;;
SP;3529203;Martinópolis;73782,6932105864;66960,0039363488;63925,9475441677;57095,2271839334;61683,688440437;
SP;3529302;Matão;286010,903400288;267352,48519851;242882,86580742;229815,487454018;217787,897340399;
SP;3529401;Mauá;997824,433871761;903493,614230675;821980,38895423;788292,971532734;785909,044542801;
SP;3529500;Mendonça;11310,089065326;9848,4976801064;10446,0050512915;9899,84427790584;9909,90227010451;
SP;3529609;Meridiano;;;;;;
SP;3529658;Mesópolis;;;;;;
SP;3529708;Miguelópolis;43006,6077117042;38686,7533330761;35453,3389524361;32060,1460773356;32830,3721273018;
SP;3529807;Mineiros do Tietê;19935,1796410572;19107,8821308761;16697,9569893922;15834,9573311278;16187,1813113107;
SP;3529906;Miracatu;30357,0508483392;29561,3304821781;26781,7038474375;19555,5971559156;18437,1740477641;
SP;3530003;Mira Estrela;;;;;;
SP;3530102;Mirandópolis;102677,503326814;95628,075313327;81222,7330769716;75402,1230624711;75686,5800095679;
SP;3530201;Mirante do Paranapanema;23482,0208979167;22639,4838467811;21519,7020068603;20566,6384533646;20732,35137938;
SP;3530300;Mirassol;174559,043792914;160007,320057691;143172,251397498;134294,386294685;134778,427130936;
SP;3530409;Mirassolândia;5955,4226736161;5738,083136428;5356,5979530237;5500,66307047221;;
SP;3530508;Mococa;220023,102829974;202530,073506064;178923,781490345;164054,647596788;154599,342477163;
SP;3530607;Moji das Cruzes;1280951,69234293;1165486,64571264;1025791,37233207;938495,452628585;928876,081542783;
SP;3530706;Mogi Guaçu;452446,540607103;409912,670405198;361821,963502495;323457,82078812;311878,445388035;
SP;3530805;Moji-Mirim;379100,621116218;373455,922504347;314477,013068539;285206,367903501;278078,548375269;
SP;3530904;Mombuca;4258,2267435657;5055,3751171176;4412,3462808823;;;
SP;3531001;Monções;6759,6534403673;5959,2676896229;5655,0673661953;4978,14392936804;;
SP;3531100;Mongaguá;111434,836116908;103640,389611465;97634,9542572317;89462,3192187967;71127,1545975971;
SP;3531209;Monte Alegre do Sul;24370,33321657;22545,858261255;20118,6152806008;19423,1908595298;;
SP;3531308;Monte Alto;196787,312771547;181719,399164707;164924,519864528;143486,73757851;150900,988680792;
SP;3531407;Monte Aprazível;74886,7989440398;68699,0022407281;63891,0908180774;62091,2915924597;61178,3110923974;
SP;3531506;Monte Azul Paulista;56845,1397357856;49237,6748188253;41526,2617469285;38051,6209387245;36058,4453189772;
SP;3531605;Monte Castelo;7770,7017531897;7058,7494473982;8100,9729279422;7681,50320249852;;
SP;3531704;Monteiro Lobato;6521,6939728841;7335,6497875135;6587,5296365279;5488,81421156269;5546,29383962824;
SP;3531803;Monte Mor;120499,746898917;110266,95712116;97986,4932612066;94463,2082144566;91448,7992383123;
SP;3531902;Morro Agudo;77226,7518257669;67286,6277226931;63655,4445434962;58402,077002171;52807,9544514214;
SP;3532009;Morungaba;47083,2853860253;45098,7819697532;41845,173707189;38376,7204275007;37998,5625666107;
SP;3532058;Motuca;;;;;;
SP;3532108;Murutinga do Sul;10501,237116703;9723,569126378;8392,130243024;7109,79371579719;;
SP;3532157;Nantes;;;;;;
SP;3532207;Narandiba;5822,2696267862;5252,5694613268;4813,3268289061;4817,38705062241;;
SP;3532306;Natividade da Serra;;;;;;
SP;3532405;Nazaré Paulista;40355,4445901668;36532,0458687846;34494,4858359761;30927,4638546219;14239,91472707;
SP;3532504;Neves Paulista;28158,1577358338;25032,9274339428;24484,5827679505;22878,0613513855;21656,3962425489;
SP;3532603;Nhandeara;46319,4410152813;44570,5425454511;39913,9016771608;33567,5188204728;49069,7376873018;
SP;3532702;Nipoã;;;;;;
SP;3532801;Nova Aliança;12212,0390684734;11001,3656597183;10572,3942642404;10098,5232292484;10549,1278043202;
SP;3532827;Nova Campina;;;;;;
SP;3532843;Nova Canaã Paulista;;;;;;
SP;3532868;Nova Castilho;;;;;;
SP;3532900;Nova Europa;16367,787132991;14093,6247613539;12369,4268142107;11551,8524192226;;
SP;3533007;Nova Granada;55280,6847087897;50845,5229203649;44039,4870025595;40133,9127455968;45102,7027614703;
SP;3533106;Nova Guataporanga;;;;;;
SP;3533205;Nova Independência;;;;;;
SP;3533254;Novais;;;;;;
SP;3533304;Nova Luzitânia;4762,1667058489;4498,256097687;4181,3059455418;3853,97955612503;;
SP;3533403;Nova Odessa;162622,015442398;154355,48341869;139590,223344622;119256,434403499;101701,499396885;
